r53_Name,r53_ResourceRecordsValue
gds-regla-sac1-prod-ro.prod.us-west-1.aws.groupondev.com,regla-sac1-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-regla-sac1-prod-rw.prod.us-west-1.aws.groupondev.com,regla-sac1-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-relevanceindexer-prod-ro.prod.us-west-1.aws.groupondev.com,relevanceindexer-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-relevanceindexer-prod-rw.prod.us-west-1.aws.groupondev.com,relevanceindexer-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rise-prod-ro.prod.us-west-1.aws.groupondev.com,rise-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rise-prod-rw.prod.us-west-1.aws.groupondev.com,rise-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketman-v2-n-prod-ro.prod.us-west-1.aws.groupondev.com,rocketman-v2-n-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketman-v2-n-prod-rw.prod.us-west-1.aws.groupondev.com,rocketman-v2-n-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketmanv2-prod-ro.prod.us-west-1.aws.groupondev.com,rocketmanv2-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketmanv2-prod-rw.prod.us-west-1.aws.groupondev.com,rocketmanv2-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketmanv2-trans-prod-ro.prod.us-west-1.aws.groupondev.com,rocketmanv2-trans-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-rocketmanv2-trans-prod-rw.prod.us-west-1.aws.groupondev.com,rocketmanv2-trans-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-s3-engine-prod-ro.prod.us-west-1.aws.groupondev.com,s3-engine-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-s3-engine-prod-rw.prod.us-west-1.aws.groupondev.com,s3-engine-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-seo-landing-api-prod-ro.prod.us-west-1.aws.groupondev.com,seo-landing-api-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-seo-landing-api-prod-rw.prod.us-west-1.aws.groupondev.com,seo-landing-api-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-service-portal-prod-ro.prod.us-west-1.aws.groupondev.com,service-portal-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-service-portal-prod-rw.prod.us-west-1.aws.groupondev.com,service-portal-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-shipment-tracker-prod-ro.prod.us-west-1.aws.groupondev.com,shipment-tracker-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-shipment-tracker-prod-rw.prod.us-west-1.aws.groupondev.com,shipment-tracker-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-sms-cons-prod-ro.prod.us-west-1.aws.groupondev.com,sms-cons-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-sms-cons-prod-rw.prod.us-west-1.aws.groupondev.com,sms-cons-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-succ-prod-ro.prod.us-west-1.aws.groupondev.com,succ-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-succ-prod-rw.prod.us-west-1.aws.groupondev.com,succ-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-taxonomyv2-prod-ro.prod.us-west-1.aws.groupondev.com,taxonomyv2-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-taxonomyv2-prod-rw.prod.us-west-1.aws.groupondev.com,taxonomyv2-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-testrail-prod-ro.prod.us-west-1.aws.groupondev.com,testrail-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-testrail-prod-rw.prod.us-west-1.aws.groupondev.com,testrail-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tis-prod-ro.prod.us-west-1.aws.groupondev.com,tis-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tis-prod-rw.prod.us-west-1.aws.groupondev.com,tis-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tpis-prod-ro.prod.us-west-1.aws.groupondev.com,tpis-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tpis-prod-rw.prod.us-west-1.aws.groupondev.com,tpis-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-travel-search-prod-ro.prod.us-west-1.aws.groupondev.com,travel-search-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-travel-search-prod-rw.prod.us-west-1.aws.groupondev.com,travel-search-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tronicon-cms-prod-ro.prod.us-west-1.aws.groupondev.com,tronicon-cms-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-tronicon-cms-prod-rw.prod.us-west-1.aws.groupondev.com,tronicon-cms-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.us-west-1.aws.groupondev.com,ugc-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.us-west-1.aws.groupondev.com,ugc-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ugc-prod-ro.prod.us-west-1.aws.groupondev.com,ugc-prod-3.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ugc-prod-rw.prod.us-west-1.aws.groupondev.com,ugc-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ultron-prod-ro.prod.us-west-1.aws.groupondev.com,ultron-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-ultron-prod-rw.prod.us-west-1.aws.groupondev.com,ultron-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-mmi-espresso-rw.prod.us-west-1.aws.groupondev.com,my-noncore-us-001-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-pricing-ro.prod.us-west-1.aws.groupondev.com,pricing-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-pricing-rw.prod.us-west-1.aws.groupondev.com,pricing-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-pwa-pricing-ro.prod.us-west-1.aws.groupondev.com,pwa-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-pwa-vis-ro.prod.us-west-1.aws.groupondev.com,pwa-copy-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-reg-cons-log-ro.prod.us-west-1.aws.groupondev.com,reg-cons-log-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-reg-cons-log-rw.prod.us-west-1.aws.groupondev.com,reg-cons-log-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-vis-ro.prod.us-west-1.aws.groupondev.com,vis-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-vis-rw.prod.us-west-1.aws.groupondev.com,vis-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-vis20-ro.prod.us-west-1.aws.groupondev.com,vis20-na-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-us-vis20-rw.prod.us-west-1.aws.groupondev.com,vis20-na-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-users-prod-ro.prod.us-west-1.aws.groupondev.com,users-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-users-prod-rw.prod.us-west-1.aws.groupondev.com,users-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-vendor-compliance-prod-ro.prod.us-west-1.aws.groupondev.com,vendor-compliance-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-vendor-compliance-prod-rw.prod.us-west-1.aws.groupondev.com,vendor-compliance-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-voucher-ssearch-prod-ro.prod.us-west-1.aws.groupondev.com,voucher-ssearch-prod.cluster-ro-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-voucher-ssearch-prod-rw.prod.us-west-1.aws.groupondev.com,voucher-ssearch-prod.cluster-czlsgz0xic0p.us-west-1.rds.amazonaws.com
gds-darwin-prod-ro.prod.us-west-2.aws.groupondev.com,darwin-prod-replica.cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-indexer-service-prod-ro.prod.us-west-2.aws.groupondev.com,indexer-service-prod-1.cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-indexer-service-prod-rw.prod.us-west-2.aws.groupondev.com,indexer-service-prod.cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-my-noncore-us-111-prod-ro.prod.us-west-2.aws.groupondev.com,my-noncore-us-111-prod.cluster-ro-cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-my-noncore-us-111-prod-rw.prod.us-west-2.aws.groupondev.com,my-noncore-us-111-prod.cluster-cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-pg-cmk-test-prod-ro.prod.us-west-2.aws.groupondev.com,pg-cmk-test-prod.cjkehezkc6xn.us-west-2.rds.amazonaws.com
gds-ada-prod-ro.prod.eu-west-1.aws.groupondev.com,ada-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ada-prod-rw.prod.eu-west-1.aws.groupondev.com,ada-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-affiliate-track-prod-ro.prod.eu-west-1.aws.groupondev.com,affiliate-track-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-affiliate-track-prod-rw.prod.eu-west-1.aws.groupondev.com,affiliate-track-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-affiliates-prog-prod-ro.prod.eu-west-1.aws.groupondev.com,affiliates-prog-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-affiliates-prog-prod-rw.prod.eu-west-1.aws.groupondev.com,affiliates-prog-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ambari-prod-ro.prod.eu-west-1.aws.groupondev.com,ambari-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ambari-prod-rw.prod.eu-west-1.aws.groupondev.com,ambari-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-analytics-prod-ro.prod.eu-west-1.aws.groupondev.com,analytics-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-analytics-prod-rw.prod.eu-west-1.aws.groupondev.com,analytics-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-arbitration-service-prod-ro.prod.eu-west-1.aws.groupondev.com,arbitration-service-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-arbitration-service-prod-ro.prod.eu-west-1.aws.groupondev.com,arbitration-service-prod-2.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-booking-3rdparty-prod-ro.prod.eu-west-1.aws.groupondev.com,booking-3rdparty-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-booking-3rdparty-prod-rw.prod.eu-west-1.aws.groupondev.com,booking-3rdparty-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-booking-tool-prod-ro.prod.eu-west-1.aws.groupondev.com,booking-tool-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-booking-tool-prod-rw.prod.eu-west-1.aws.groupondev.com,booking-tool-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-calendar-service-prod-ro.prod.eu-west-1.aws.groupondev.com,calendar-service-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-calendar-service-prod-rw.prod.eu-west-1.aws.groupondev.com,calendar-service-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-campaign-perform-prod-ro.prod.eu-west-1.aws.groupondev.com,campaign-perform-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-client-id-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,client-id-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-cons-data-svc-prod-ro.prod.eu-west-1.aws.groupondev.com,cons-data-svc-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-cons-data-svc-prod-rw.prod.eu-west-1.aws.groupondev.com,cons-data-svc-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-crm-msg-service-prod-ro.prod.eu-west-1.aws.groupondev.com,crm-msg-service-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-crm-msg-service-prod-rw.prod.eu-west-1.aws.groupondev.com,crm-msg-service-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-custsvc-cscs-prod-ro.prod.eu-west-1.aws.groupondev.com,custsvc-cscs-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-custsvc-cscs-prod-rw.prod.eu-west-1.aws.groupondev.com,custsvc-cscs-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-custsvc-intl-app-prod-ro.prod.eu-west-1.aws.groupondev.com,custsvc-intl-app-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-custsvc-intl-app-prod-rw.prod.eu-west-1.aws.groupondev.com,custsvc-intl-app-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-darwin-indexer-lup1-ro.prod.eu-west-1.aws.groupondev.com,darwin-indexer-lup1-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-darwin-indexer-lup1-rw.prod.eu-west-1.aws.groupondev.com,darwin-indexer-lup1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-dcor-prod-ro.prod.eu-west-1.aws.groupondev.com,dcor-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-dcor-prod-rw.prod.eu-west-1.aws.groupondev.com,dcor-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-dealservice-prod-replica-new-ro.prod.eu-west-1.aws.groupondev.com,dealservice-prod-replica-new.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-decision-engine-prod-ro.prod.eu-west-1.aws.groupondev.com,decision-engine-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-decision-engine-prod-rw.prod.eu-west-1.aws.groupondev.com,decision-engine-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-dfs-prod-ro.prod.eu-west-1.aws.groupondev.com,dfs-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-dfs-prod-rw.prod.eu-west-1.aws.groupondev.com,dfs-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-editorial-content-prod-ro.prod.eu-west-1.aws.groupondev.com,editorial-content-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-email-campaign-prod-ro.prod.eu-west-1.aws.groupondev.com,email-campaign-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-email-campaign-prod-ro.prod.eu-west-1.aws.groupondev.com,email-campaign-prod-2.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-email-campaign-prod-ro.prod.eu-west-1.aws.groupondev.com,email-campaign-prod-3.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-email-campaign-prod-rw.prod.eu-west-1.aws.groupondev.com,email-campaign-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-bhuvan-prod-ro.prod.eu-west-1.aws.groupondev.com,bhuvan-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-pricing-ro.prod.eu-west-1.aws.groupondev.com,pricing-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-pwa-pric-ro.prod.eu-west-1.aws.groupondev.com,pwa-emea-copy-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-pwa-vis-ro.prod.eu-west-1.aws.groupondev.com,pwa-emea-copy-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-reg-cons-log-ro.prod.eu-west-1.aws.groupondev.com,r-consent-log-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-reg-cons-log-rw.prod.eu-west-1.aws.groupondev.com,r-consent-log-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-vis-ro.prod.eu-west-1.aws.groupondev.com,vis-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-vis20-ro.prod.eu-west-1.aws.groupondev.com,vis20-emea-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-emea-vis20-rw.prod.eu-west-1.aws.groupondev.com,vis20-emea-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-epods-prod-ro.prod.eu-west-1.aws.groupondev.com,epods-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-epods-prod-rw.prod.eu-west-1.aws.groupondev.com,epods-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-fraud-prod-ro.prod.eu-west-1.aws.groupondev.com,fraud-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-fraud-prod-rw.prod.eu-west-1.aws.groupondev.com,fraud-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gdc-prod-ro.prod.eu-west-1.aws.groupondev.com,gdc-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gdc-prod-rw.prod.eu-west-1.aws.groupondev.com,gdc-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gdt-automation-prod-ro.prod.eu-west-1.aws.groupondev.com,gdt-automation-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-getaways-content-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,getaways-content-prod-replica.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-giftcard-prod-ro.prod.eu-west-1.aws.groupondev.com,giftcard-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-giftcard-prod-rw.prod.eu-west-1.aws.groupondev.com,giftcard-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gl-customfieldsapp-ro.prod.eu-west-1.aws.groupondev.com,customfieldsapp-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-deletion-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-deletion-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-deletion-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-deletion-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-inv-serv-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-inv-serv-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-inv-serv-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-inv-serv-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-inv-serv-ro.prod.eu-west-1.aws.groupondev.com,goods-inv-serv-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-inv-serv-rw.prod.eu-west-1.aws.groupondev.com,goods-inv-serv-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-invoicing-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-invoicing-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-invoicing-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-invoicing-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-job-sched-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-job-sched-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-job-sched-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-job-sched-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-logistics-prod-emea-ro.prod.eu-west-1.aws.groupondev.com,goods-logistics-prod-emea.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-logistics-prod-emea-rw.prod.eu-west-1.aws.groupondev.com,goods-logistics-prod-emea.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-oc-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-oc-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-oc-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-oc-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-shipment-prod-ro.prod.eu-west-1.aws.groupondev.com,goods-shipment-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goods-shipment-prod-rw.prod.eu-west-1.aws.groupondev.com,goods-shipment-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-goodscentral-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,goodscentral-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gps-billingrecord-prod-ro.prod.eu-west-1.aws.groupondev.com,gps-billingrecord-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gps-billingrecord-prod-rw.prod.eu-west-1.aws.groupondev.com,gps-billingrecord-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gso-merch-success-prod-ro.prod.eu-west-1.aws.groupondev.com,gso-merch-success-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gso-merch-success-prod-rw.prod.eu-west-1.aws.groupondev.com,gso-merch-success-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-gtwy-travel-inv-prod-emea-ro.prod.eu-west-1.aws.groupondev.com,gtwy-travel-inv-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-hive-production-ro.prod.eu-west-1.aws.groupondev.com,hive-production.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-hive-production-rw.prod.eu-west-1.aws.groupondev.com,hive-production.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-impact-report-prod-ro.prod.eu-west-1.aws.groupondev.com,impact-report-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-inbox-mgmt-prod-ro.prod.eu-west-1.aws.groupondev.com,inbox-mgmt-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-inbox-mgmt-prod-rw.prod.eu-west-1.aws.groupondev.com,inbox-mgmt-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-incentive-service-ro.prod.eu-west-1.aws.groupondev.com,incentive-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-incentive-service-rw.prod.eu-west-1.aws.groupondev.com,incentive-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-janus-prod-emea-ro.prod.eu-west-1.aws.groupondev.com,janus-prod-emea.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-m3-place-service-prod-ro.prod.eu-west-1.aws.groupondev.com,m3-place-service-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mailman-lup1-prod-ro.prod.eu-west-1.aws.groupondev.com,mailman-lup1-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mailman-lup1-prod-rw.prod.eu-west-1.aws.groupondev.com,mailman-lup1-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mana-prod-ro.prod.eu-west-1.aws.groupondev.com,mana-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mana-prod-rw.prod.eu-west-1.aws.groupondev.com,mana-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-marketing-deal-service-prod-replica-ro.prod.eu-west-1.aws.groupondev.com,marketing-deal-service-prod-replica.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-megatron-pro-ro.prod.eu-west-1.aws.groupondev.com,megatron-pro.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-megatron-pro-rw.prod.eu-west-1.aws.groupondev.com,megatron-pro.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-merchant-access-prod-ro.prod.eu-west-1.aws.groupondev.com,merchant-access-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-merchant-access-prod-rw.prod.eu-west-1.aws.groupondev.com,merchant-access-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-metro-draft-prod-ro.prod.eu-west-1.aws.groupondev.com,metro-draft-prod-1.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-metro-draft-prod-rw.prod.eu-west-1.aws.groupondev.com,metro-draft-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mobile-push-token-service-prod-ro.prod.eu-west-1.aws.groupondev.com,mobile-push-token-service-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mobile-push-token-service-prod-rw.prod.eu-west-1.aws.groupondev.com,mobile-push-token-service-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-mpp-service-prod-ro.prod.eu-west-1.aws.groupondev.com,mpp-service-prod.cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-core-emea-301-prod-ro.prod.eu-west-1.aws.groupondev.com,my-core-emea-301-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-core-emea-301-prod-rw.prod.eu-west-1.aws.groupondev.com,my-core-emea-301-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-noncore-emea-201-prod-ro.prod.eu-west-1.aws.groupondev.com,my-noncore-emea-201-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-noncore-emea-201-prod-rw.prod.eu-west-1.aws.groupondev.com,my-noncore-emea-201-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-noncore-emea-202-prod-ro.prod.eu-west-1.aws.groupondev.com,my-noncore-emea-202-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-noncore-emea-202-prod-rw.prod.eu-west-1.aws.groupondev.com,my-noncore-emea-202-prod.cluster-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-my-noncore-gl-441-prod-emea-ro.prod.eu-west-1.aws.groupondev.com,my-noncore-gl-441-prod-emea.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
gds-ol-book-appnt-prod-ro.prod.eu-west-1.aws.groupondev.com,ol-book-appnt-prod.cluster-ro-cqgqresxrenm.eu-west-1.rds.amazonaws.com
